question,answer,passage
눈에 보이는 유리를 통해 알아볼 준비가 되어 있다,True,"앨리스는 조망글라스를 통해 린다 울버턴이 작사하고 팀 버튼, 조 로스, 수잔 토드, 제니퍼 토드가 제작한 제임스 보빈이 연출한 2016년 미국 판타지 모험 영화다. 루이스 캐롤이 만든 캐릭터를 바탕으로 2010년 원더랜드 앨리스의 후속작이다. 영화 스타 존니 데프, 앤 해서웨이, 미아 와시코우스카, 매트 루카스, 로이스 파이낸스, 헬레나 본함 카터, 사차 코언 등이 출연해 스티븐 프리, 마이클 라이언스, 티모시 스팔, 앨런 릭만의 목소리를 담"
2살이라는 것을 기억할 수 있다,True,"일부 연구에서는 아이들이 한 나이부터 행사를 기억할 수 있다는 연구결과가 나왔지만, 아이가 나이가 들면서 이런 기억이 줄어들 수도 있다. 대부분의 심리학자들은 어린 시절의 기억력을 상쇄하는 데 차이가 있다 첫 번째 기억을 회수할 수 있는 나이로 규정하는 사람도 있다. 이는 보통 3∼4살이지만 2∼8살 사이에서 범위를 넓힐 수 있다."
토요일 밤 이탈이 마지막 시리즈다,False,"이번 방송은 2016년 시리즈를 개막한 이후 영국 외곽에서 연속 결승전을 방송했으며, 토요일 나이트 테이웨이는 월트 디즈니 월드로부터 생방송 첫 영국쇼가 되었다. 이번 쇼는 유니버설에서 라이브로 방송되면서 지난해 20 방송은 2018년 3월 3일 100회를 맞은 가운데 31일 오후 31시리즈의 필터테인먼트 에피소드가 런던 스튜디오에서 방송되는 마지막 방송이었으며, 지난 2월 발표된 것처럼 오피스텔의 재개발 폐쇄를 앞두고 시리즈를 시작으로 새로 개발된 텔레비전센터에서 프로그램이 방송된다."
사운드가 있는 첫 영화는 재즈 가수였다,True,재즈 가수는 1927년 미국 뮤지컬 영화다. 음악 스코어뿐만 아니라 여러 차례 고립된 순서에서도 싱크로니즘 음악 성적을 기록한 첫 번째 장편 모션 그림이 입술 시대의 노래와 연설을 예고하며 음영의 상업적 승계를 예고했고 침묵 영화 시대를 마감했다 앨런드랜드가 연출하고 브로스가 제작한 비타폰 사운드 전용 디스코 시스템은 앨 졸슨이 연주한 6곡이 출연한 이 영화는 짧은 이야기 중 하나인 '연기의 날'에서 적응한 샘슨이 같은 이름의 연극을 바탕으로 한다.
대법관들은 의회에서 승인을 받아야 한다,False,"미국 대법관 임명과 확인에는 수십 년 전통으로 더 정교하고 발전한 미국 헌법이 정한 여러 단계가 포함되어 있다. 후보자는 미국 대통령이 지명하고 있으며 후보자를 비롯한 목격자가 모두 상원 법사위원회에 앞서 진술과 답변을 하는 일련의 청문회에 직면해야 하는데, 이 공천을 전체 미 상원에 보낼 수 있다. 상원의 확인으로 대통령이 후보자를 법원에 정식으로 임명할 수 있도록 했다."
아이러니한 언어는 개엘리치와 같다,True,"아일랜드어(개일지)는 역사적으로 아일랜딩에서 출발하는 인도유럽어 가족의 고지대어(가엘릭)이자 아일란어 국민들이 말한 역사학적 언어이기도 하다. 아일랜드어는 소수의 아일랜딩 사람들이 처음으로 하는 언어로, 비국민 연사들이 더 많은 단체에서 두 번째로 말한다."
책을 바탕으로 한 영화 운영 마무리,True,"오퍼레이션 파이널레는 매튜 오튼이 연출한 스크린플레이에서 크리스 위츠가 연출하는 2018 미국 역사극이다. 영화 스타 오스카(역시 제작된), 벤 킹스리, 라이오르, 멜라니 로렌트, 닉 크롤, 헤일리 루리안 등이 1960년 아돌프 에이치만 전 SS 장교를 포착하기 위한 이스라엘 정보 장교들의 노력을 따르고 있다. 피터 말킨 이스라엘 장교의 회고록인 마이핸드 에이치만을 비롯한 여러 소식통 자료들이 이 이야기의 근거를 제공했다. 교장 사진이 2017년 10월 아르헨티나에서 시작됐다. 이 영화는 2018년 8월 29일 미국에서 극장을 공개하며 비평가들로부터 엇갈린 평가를 받았다."
새 제지에 Bb&t 뱅크가 있다,True,BB&T는 2015년 8월 3일 펜실베이니아와 뉴저지에 처음 입주한 수스케한나은행의 25억달러 매입을 완료했다. 그 인수로 240개 지점과 187억 달러의 자산이 추가되었다
여성이 명예의 메달을 받았다,True,"메리 워커 박사로 일반적으로 불리는 메리어 워커(11월 26일, 1919년 2월 21일)는 미국의 폐지주의자, 금지주의, 전쟁 포로, 내전 외과의사 등이었다. 그녀는 유일하게 명예의 훈장을 받았다"
북반구에 살고 있는 펭귄은 어떤 것이든,False,"펭귄들은 주로 인간에 대한 두려움이 부족한 이상적이고, 부드럽고, 인상적인 수영 능력(다른 새들에 비해)으로 인해 전 세계적으로 사랑받고 있다. 그들의 눈에 띄는 검은색과 흰색 반점은 흰색의 넥타이 정장과 비슷한 경우가 많다. 미스터리하게도 일부 작가와 작가들은 북극을 기반으로 펭귄을 갖고 있다. 이는 북반구에 야생 펭귄이 없기 때문에 잘못된 일이다. 만화 시리즈 칠리가 이 신화를 이어가는 데 도움을 주었는데, 타이틀 펭귄이 북극곰과 곰 등 북극 지역 종과 교류할 것이라는 점이다."
솔스테이스와 공식적인 것이 같다,False,"바깥에서는 여름 솔스테이스에서 최대 상승폭이 발생하고, 겨울 해결 시 최소한의 상승률을 기록하고 있다. 태양의 길이 북부와 남부 해안가 사이에 북쪽과 남쪽으로 향하는 것이다. 여름 솔스티스를 중심으로 날이 길고 겨울 솔스테이스 주변이 짧다. 태양의 길이 적자를 건너면 1866∼Loo, -Loo의 밤 길이는 동등한 길이다. 이것은 마피녹스로 알려져 있다 열대 1년 만에 솔스테이스 2개와 공식 2개가 있다."
패트릭 리슨은 오페라의 유령으로 노래하고 있다,True,"보컬 코치와 함께 일하기 시작한 케이티 홈즈는 2003년 3월 크리스틴 다예의 전방 주자였다. 그녀는 이후 2004년 수업적으로 훈련된 소프라노인 앤 해서웨이로 교체되었다. 다만 하사웨이는 영화 제작 일정이 계약적으로 만들어야 했던 '왕실공학' 2장과 겹쳐 역할에서 벗어났기 때문이다. 이어 하사웨이가 에미 로섬으로 교체됐다. 배우는 수잔나 파렐과 조지 발란치인에 이어 팬텀과 크리스틴의 관계를 모델로 했다. 패트릭 윌슨은 이전 브로드웨이 극장 경력을 바탕으로 로얄로 캐스팅되었다 칼로타의 역할을 위해 드라이버가 오버톱, 캠프 퍼포먼스를 마련한 것은 고통스러운 프라마 도나로 기획했다. 역시 노래 경험이 부족했음에도 불구하고 시아라 힌두교는 리처드 피르민으로 슈머스터가 출연했고, 두 사람은 과거 베로니카 구린에서 함께 일했었다. 라민 카림은 크리스틴의 아버지 구스타브 다에의 초상화로도 잠시 등장한다. 이후 카림은 런던 웨스트엔드에서 라우엘의 역할은 물론 팬텀을 맡았다."
그 바퀴벌레에는 터보가 있다,True,"SNST(2013∼2016): 더 스플릿은 '미드 레벨'의 트림 수준이었던 것은 지난 20113년부터 2006년까지였다. 스트리밍 오디오를 탑재한 U 커넥블루투스, 시리우스XM 위성 라디오(2016년 중반 이후 4인치(16인치), 에어컨, 키 없는 엔트리, 외관 컬러 키드 도어 핸들, 사이드 미러 등 다음 장비를 기본 SE 수준으로 추가했다. 이 수준의 추가 옵션에는 16인치('16') 알루미늄 올로이 바퀴(2014년 기준, 2015년 모델), U 커넥티드 8.4 터치 스크린 인포테인먼트 시스템, 9인치 제조업체, 506인치 프리미엄 증폭형 오디오시스템 등이 포함됐으며, 6단 자동 변속기, 160인치 1.4L 멀티에어 터보카르기 인라인 4인치(I4) 엔진, 랄리 패키지, 7인치(7.0`) TFT 클러스터 디스플레이, 최근 몇 달간의 도기 생산 기간 동안 이 모델은 SUST 스포츠로 알려졌으며, 기존 베이스모델 SE 트림 수준의 중단으로 도기의 기저 트림이 됐다."
여전히 함께하는 러시아 밴드가 큰 시간이다,False,"빅타임 러쉬(BTR)는 2009년 결성된 미국 대중음악 보이그룹이다. 그룹은 켄드슨, 제임스 마슬로, 로건슨, 카를로스 펜나 주니어 등으로 구성됐다. 그룹은 니켈로데온의 텔레비전 시리즈 빅타임 러쉬에 출연해 TV시리즈와 동시에 닉 레코드와 기록 거래를 맺었고, 결국 콜롬비아 리코드에 서명했다. 그 쇼는 2009년 11월 28일부터 2013년 7월 25일까지 진행되었다 시범 에피소드에는 그룹의 첫 홍보 싱글 '빅타임 러쉬'가 출연했다. 그들은 모두 성공을 거둔 스튜디오 앨범 3장을 공개했다 그 밴드는 2014년에 공연을 중단했다"
기계공학 분야의 자동차 공학,False,"자동차공학은 항공우주공학, 해양공학과 함께 오토바이, 자동차, 트럭 설계, 제작, 운영에 적용되는 기계, 전기, 전자, 소프트웨어, 안전공학 등의 요소를 접목한 차량공학 분야다. 차량 변경도 포함된다. 생산 영역은 자동차 전체 부품을 생산하고 조성하는 것도 포함되어 있다. 자동 공학 분야는 연구 집중적이며 수학 모델과 공식 적용이 직접 이루어진다. 자동차공학 연구는 개념 단계부터 생산 단계까지 차량이나 차량 부품을 설계, 개발, 발전, 시험, 테스트하는 것이다. 이 분야에서 생산, 개발, 제조업이 세 가지 주요 기능이다."
호주에서 화산이 있었던 적은 없었다,True,"이는 호주와 그 섬 영토에서 활발하고 활동적이며 멸종하는 화산 명단이다. 관련 원산지의 용암과 비슷한 시기에 터진 관련 화산과 용기의 집단을 포함할 수 있어 용어를 사용하는 것이 특징이다. 아래에 제공되는 리스트는 주로 노년층의 화산화산으로 일부 눈에 띄는 오래된 화산(노년층과 팔레어 고령층)이 포함되어 있다. 유럽 정착 이후 불거진 호주 본토에는 화산이 없지만 수천 년 전 빅토리아, 남호주, 북퀸즈랜드에서는 일부 화산들이 아브리카 주민들에게 목격됐다. 스토어와 맥도날드 섬에는 활발한 화산이 있다."
스크랩에서 나온 로버네가 실생활 속에서 죽었다,False,"이번이 라버네 로버츠와 함께 알로마의 마지막 정규 모습이긴 하지만, 그녀는 JD를 제외한 라버니와 유사한 모습을 보이는 시즌 7회 '나의 힘든 노동'에서 간호사 셜리와 복귀했다. 일찌감치 보도에 따르면 알로마 라이트가 라버네의 알코올 쌍둥이 자매로 돌아올 것이라고 한다. 라이트는 시즌8회 '내 코미디쇼'와 시즌 8회 결승전 '나의 파이널레'에서 플래시백으로 라버네로서의 역할을 다시 떠올릴 것이다."
부모님과 함께 호르몬신에서 술을 마실 수 있습니다,True,"위스콘신의 음주 연령은 21세다 법적 음주연령 이하의 사람은 법적으로 술을 마시는 나이인 부모, 법적 보호자, 배우자와 함께 있으면 음주를 섭취하거나 섭취할 수 있다. 만 18∼20세 이상의 나이는 법적 음주연령인 부모, 법률적 보호자, 배우자와 함께 있을 경우 서비스, 소비자 알코올 등도 받을 수 있다. 이들 나이 18세에서 20세까지도 취업의 일환으로 (그러나 소비하지 않는) 알코올이 있을 수 있다."
삼각형의 높이와 같은 고도,True,고도가 그려지는 측면의 이름으로 가입하는 경우가 많아 고도를 기록하는 것이 일반적이다.
반으로 스탬프를 잘라낼 수 있다,True,"분할과 분할은 부분적으로 절단된 스탬프를 가리키는데, 대부분 절반에서 절반으로 가장 많이 나왔지만 다른 분할까지 말하며, 절반 2센티미터 절단 등 전체 우표의 비중 가치에 사용되는 우편물을 말한다. 특정 우표의 주식이 다 떨어졌을 때, 때로는 수직이나 대각선으로 상위 우표를 절반으로 절반씩 절단하기 때문에 원래 통화가치의 절반을 대변하는 '스탬프'를 각각 2개씩 획득하기도 했다. 일반 국민들도 이런 관행에 의존하기도 했고, 때로는 공식적이거나 무례한 허가에 따라 그리고 때때로 표현 허가가 없는 경우도 있었다."
사무실에서 짐과 함께 모이는 게 좋을 거야,True,"파멜라 할퍼트(네이버 베슬리)는 미국 텔레비전 시트콤 더 오피스에서 제나 피셔가 연기한 소설 캐릭터다. 영국 원작 시리즈 더 오피스의 상대가 던 틴스리다. 그녀의 캐릭터는 당초 신문 유통업체 듀너 미플린의 수신자로, 결국 시리즈 결승전에서 종료될 때까지 영업사원이자 사무실 행정관이 되기 전이다. 그녀의 캐릭터는 수줍게 자라고 주장하지만 고집스럽고 예술가적으로 기울어지며 4시즌부터 데이트를 시작하고 결혼하며 시리즈가 이어지면서 가족을 시작한다."
